price,bedrooms,bathrooms,floorsize,address
"$415,000",2 bds,3 ba,"1,209 sqft","809 N Spurgeon St APT 6, Santa Ana, CA 92701"
"$749,000",2 bds,3 ba,889 sqft,"1016 Hancock Ave APT 6, West Hollywood, CA 90069"
"$450,000",4 bds,2 ba,"1,497 sqft","737 N Chippewa Ave APT F, Anaheim, CA 92801"
"$440,000",2 bds,2 ba,"1,102 sqft","9933 Caminito Chirimolla, San Diego, CA 92131"
"$319,850",2 bds,2 ba,"1,307 sqft","421 E Via Ensenada Cir, Palm Springs, CA 92264"
"$1,285,000",2 bds,3 ba,"1,692 sqft","315 N Swall Dr APT 202, Beverly Hills, CA 90211"
"$669,000",2 bds,2 ba,"1,161 sqft","700 W West E, San Diego, CA 92101"
"$529,000",3 bds,3 ba,"1,642 sqft","850 E Fielding St, Azusa, CA 91702"
"$389,000",2 bds,2 ba,"1,107 sqft","376 S Miraleste Dr UNIT 418, Los Angeles, CA 90732"
"$385,000",4 bds,3 ba,"2,062 sqft","15723 Parkhouse Dr #21, Fontana, CA 92336"
"$995,000",2 bds,2 ba,"1,071 sqft","4455 Los Feliz Blvd APT 708, Los Angeles, CA 90027"
"$630,000",3 bds,2 ba,"1,430 sqft","5875 Friars Rd APT 4316, San Diego, CA 92110"
"$650,000",1 bd,1 ba,700 sqft,"201 Ocean Ave UNIT 1508B, Santa Monica, CA 90402"
"$1,199,000",2 bds,2 ba,"1,513 sqft","2412 Harrison St APT 214, San Francisco, CA 94110"
"$535,000",1 bd,1 ba,500 sqft,"725 Redondo Ct UNIT 21, San Diego, CA 92109"
"$382,800",2 bds,2 ba,939 sqft,"186 Farm Ln, Martinez, CA 94553"
"$395,000",2 bds,2 ba,910 sqft,"23839 Del Monte Dr UNIT 92, Santa Clarita, CA 91355"
"$463,670",2 bds,2 ba,"1,066 sqft","2667 5th St, Alameda, CA 94501"
"$289,000",3 bds,2 ba,"1,218 sqft","5408 7th St, Keyes, CA 95328"
"$405,000",2 bds,2 ba,"1,044 sqft","10361 Garden Grove Blvd APT 4, Garden Grove, CA 92843"
"$863,500",2 bds,1 ba,775 sqft,"21641 Wesley Dr APT A, Laguna Beach, CA 92651"
"$289,900",2 bds,2 ba,928 sqft,"461 S Lincoln Ave, El Cajon, CA 92020"
"$220,000",3 bds,2 ba,"1,440 sqft","617 W Granger Ave APT 8, Modesto, CA 95350"
"$489,900",5 bds,3 ba,"2,453 sqft","8648 Blue Maiden Way, Elk Grove, CA 95624"
"$490,681",2 bds,1 ba,781 sqft,"1875 Mission St APT 205, San Francisco, CA 94103"
"$810,000",2 bds,2 ba,970 sqft,"1440 23rd St APT 313, Santa Monica, CA 90404"
"$599,000",1 bd,2 ba,812 sqft,"6105 San Pablo Ave #204, Emeryville, CA 94608"
"$480,000",3 bds,2 ba,"1,358 sqft","4241 Pepperwood Ln, Chino Hills, CA 91709"
"$679,000",2 bds,1 ba,"1,342 sqft","1325 Masselin Ave APT 2, Los Angeles, CA 90019"
"$765,000",3 bds,3 ba,"1,443 sqft","52 Perennial, Irvine, CA 92603"
"$239,500",2 bds,2 ba,"1,016 sqft","528 Woodside Oaks APT 3, Sacramento, CA 95825"
"$630,000",3 bds,3 ba,"1,698 sqft","157 Sklar St #51, Mission Viejo, CA 92694"
"$535,000",4 bds,3 ba,"1,719 sqft","22083 Propello Dr, Santa Clarita, CA 91350"
"$345,000",2 bds,2 ba,979 sqft,"18619 Collins St APT F17, Los Angeles, CA 91356"
"$510,000",3 bds,3 ba,"1,859 sqft","23118 Yvette Ln UNIT 62, Valencia, CA 91355"
"$479,000",2 bds,1 ba,885 sqft,"933 Summerside Dr UNIT B, San Jose, CA 95122"
"$364,000",2 bds,2 ba,943 sqft,"805 Glenway Dr UNIT 104, Inglewood, CA 90302"
"$402,900",3 bds,3 ba,"1,523 sqft","27864 Avenida Avila, Temecula, CA 92592"
"$575,000",1 bd,1 ba,702 sqft,"12030 Rochester Ave APT 205, Los Angeles, CA 90025"
"$410,000",4 bds,3 ba,"1,905 sqft","2007 Black Rose Ln, Stockton, CA 95206"
"$313,990+",2 bds,3 ba,"1,012 sqft","Plan B Plan, Windrows"
"$349,999",2 bds,1 ba,926 sqft,"15312 S Normandie Ave APT 206, Gardena, CA 90247"
"$595,000",2 bds,3 ba,"1,170 sqft","2923 Ballesteros Ln, Tustin, CA 92782"
"$340,000",1 bd,1 ba,610 sqft,"21400 Burbank Blvd APT 123, Woodland Hills, CA 91367"
"$729,000",2 bds,2 ba,"1,430 sqft","3223 W 6th St UNIT 209, Los Angeles, CA 90020"
"$314,000",2 bds,2 ba,"1,121 sqft","375-182 Central Ave, Riverside, CA 92507"
"$439,000",3 bds,2 ba,"1,051 sqft","21830 S Vermont Ave UNIT 5, Lomita, CA 90502"
"$498,000",3 bds,3 ba,"1,328 sqft","130 N Moore Ave APT C, Monterey Park, CA 91754"
"$1,199,000",2 bds,2 ba,"1,312 sqft","38 N Almaden Blvd UNIT 1300, San Jose, CA 95110"
"$390,000",3 bds,3 ba,"1,268 sqft","17908 River Cir APT 6, Santa Clarita, CA 91387"
"$164,990",2 bds,2 ba,"1,100 sqft","44200 Kingtree Ave UNIT 29, Lancaster, CA 93534"
"$1,025,000",2 bds,2 ba,"1,835 sqft","1250 S Orange Grove Blvd APT 4, Pasadena, CA 91105"
"$1,550,000",3 bds,2 ba,"1,219 sqft","716 Poinsettia Ave #1/2, Corona Del Mar, CA 92625"
"$525,000",3 bds,2 ba,"1,306 sqft","8866 Tulare Dr UNIT 301G, Huntington Beach, CA 92646"
"$499,900",3 bds,2 ba,"1,234 sqft","12200 Montecito Rd APT L105, Seal Beach, CA 90740"
"$198,888",1 bd,1 ba,561 sqft,"18900 Delaware St UNIT 349, Huntington Beach, CA 92648"
"$845,000",1 bd,2 ba,"1,420 sqft","554 Manzana Pl, San Jose, CA 95112"
"$519,000",4 bds,3 ba,"2,066 sqft","6547 Eucalyptus Ave, Chino, CA 91710"
"$788,000",2 bds,2 ba,"1,507 sqft","10 Nuevo, Irvine, CA 92612"
"$545,000",2 bds,2 ba,997 sqft,"43 Fallingstar #27, Irvine, CA 92614"
"$201,815",Studio,1 ba,445 sqft,"1849 Shattuck Ave APT 302, Berkeley, CA 94709"
"$320,000",2 bds,2 ba,988 sqft,"1096 S Citron St #54, Anaheim, CA 92805"
"$215,000",2 bds,3 ba,"1,116 sqft","37940 42nd St E APT 104, Palmdale, CA 93552"
"$335,000",1 bd,1 ba,610 sqft,"5500 Owensmouth Ave APT 118, Woodland Hills, CA 91367"
"$410,000",2 bds,3 ba,"1,210 sqft","4236 Vista Del Rio Way UNIT 2, Oceanside, CA 92057"
"$290,000",2 bds,2 ba,795 sqft,"18209 Sierra Hwy UNIT 19, Santa Clarita, CA 91351"
"$968,000",2 bds,2 ba,"1,214 sqft","947 15th St APT 2, Santa Monica, CA 90403"
"$165,000",1 bd,1 ba,378 sqft,"3796 Alabama St #A-219, San Diego, CA 92104"
"$242,000",1 bd,1 ba,573 sqft,"4860 Rolando Ct UNIT 99, San Diego, CA 92115"
"$734,900",2 bds,2 ba,"1,040 sqft","436 S Virgil Ave PH 13, Los Angeles, CA 90020"
"$179,000",2 bds,1.75 ba,"1,079 sqft","1305 Yorba Linda St, Bakersfield, CA 93309"
"$425,000",2 bds,2 ba,990 sqft,"27060 Victoria Ln UNIT 113, Santa Clarita, CA 91355"
"$499,900",2 bds,2 ba,"1,154 sqft","334 Gladys Ave APT 202, Long Beach, CA 90814"
"$235,000",1 bd,1 ba,731 sqft,"2455 Village Grn, Santa Maria, CA 93455"
"$221,000",3 bds,2 ba,"1,459 sqft","69525-62 & 61 Dillon Rd #61, Desert Hot Springs, CA 92240"
"$410,000",2 bds,2 ba,973 sqft,"1552 Center Rd APT 50, Novato, CA 94947"
"$695,000",3 bds,3 ba,"1,417 sqft","230 N Nicholson Ave APT E, Monterey Park, CA 91755"
"$637,000",3 bds,3 ba,"2,448 sqft","49705 Anacapa Cir, La Quinta, CA 92253"
"$499,000",2 bds,2 ba,"1,177 sqft","4637 Willis Ave UNIT 110, Los Angeles, CA 91403"
"$429,000",1 bd,1 ba,720 sqft,"1030 E Ocean Blvd UNIT 501, Long Beach, CA 90802"
"$978,000",3 bds,2.5 ba,"1,591 sqft","207 Spire Cmn, Fremont, CA 94539"
"$359,000",2 bds,2 ba,"1,786 sqft","46225 Burroweed Ln, Palm Desert, CA 92260"
"$765,000",1 bd,1.5 ba,982 sqft,"128 Morris St APT 11, San Francisco, CA 94107"
"$309,000",1 bd,1 ba,597 sqft,"5585 E Pacific Coast Hwy UNIT 221, Long Beach, CA 90804"
"$499,999",2 bds,2 ba,"1,290 sqft","17734 Devonshire St UNIT 1, Los Angeles, CA 91325"
"$249,000",1 bd,1 ba,827 sqft,"328 S Prospectors Rd UNIT 59, Diamond Bar, CA 91765"
"$310,000",2 bds,1 ba,832 sqft,"1032 Cheyenne Way, Oxnard, CA 93033"
"$4,495,000",2 bds,3 ba,"1,755 sqft","22630 Pacific Coast Hwy APT 3, Malibu, CA 90265"
"$460,000",2 bds,2 ba,"1,071 sqft","2901 Peninsula Rd APT 331, Oxnard, CA 93035"
"$950,000",3 bds,2 ba,"1,967 sqft","5413 Via Carrizo, Laguna Woods, CA 92637"
"$1,100,000",2 bds,1 ba,777 sqft,"2621 6th St APT 5, Santa Monica, CA 90405"
"$217,000",2 bds,2 ba,"1,080 sqft","24085 Fir Ave, Moreno Valley, CA 92553"
"$624,900",3 bds,-- ba,"1,339 sqft","1604 Via Caminar, San Marcos, CA 92078"
"$1,195,000",3 bds,1.25 ba,"1,490 sqft","1628 Hayes St, San Francisco, CA 94117"
"$459,900",3 bds,2 ba,"1,200 sqft","26550 Sunvale Ct #16, Hayward, CA 94544"
"$265,000",2 bds,2 ba,862 sqft,"4013 Oakcrest Dr UNIT 10, San Diego, CA 92105"
"$374,900",2 bds,1 ba,957 sqft,"25667 Sycamore Pointe #2H, Lake Forest, CA 92630"
"$252,900",2 bds,2 ba,"1,235 sqft","1333 Allin Ln, Banning, CA 92220"
"$549,990",2 bds,2 ba,"1,130 sqft","44 Corniche Dr UNIT A, Dana Point, CA 92629"
"$250,000",2 bds,1 ba,840 sqft,"2641 Parkdale Dr, Modesto, CA 95358"
"$405,000",3 bds,1 ba,867 sqft,"16630 Chaparral Ave, Cerritos, CA 90703"
"$285,000",3 bds,2 ba,"1,570 sqft","43334 32nd St W UNIT 33, Lancaster, CA 93536"
"$699,888",3 bds,3 ba,"1,413 sqft","436 Persimmon Cmn UNIT 14, Livermore, CA 94551"
"$349,900",2 bds,2 ba,"1,130 sqft","253 Riverview Way, Oceanside, CA 92057"
"$468,000",2 bds,3 ba,"1,504 sqft","1460 Mockingbird Ct UNIT 6, Chula Vista, CA 91913"
"$420,000",2 bds,1 ba,798 sqft,"5461 Spinnaker Walkway APT 4, San Jose, CA 95123"
"$995,000",2 bds,1 ba,788 sqft,"610 Peralta Ave, San Francisco, CA 94110"
"$899,000",4 bds,4 ba,"1,944 sqft","11249 Hatteras St, North Hollywood, CA 91601"
"$309,000",3 bds,2 ba,"1,074 sqft","535 N Beech St UNIT 18, Escondido, CA 92025"
"$439,900",2 bds,2 ba,906 sqft,"1710 S El Camino Real #204-E204, Encinitas, CA 92024"
"$799,950",3 bds,2 ba,"1,242 sqft","4513 Capewood Ter, Fremont, CA 94538"
"$449,999",3 bds,3 ba,"1,456 sqft","13314 Gateway Ln #6, Whittier, CA 90602"
"$859,000",2 bds,1 ba,671 sqft,"2029 Pierce St APT 301, San Francisco, CA 94115"
"$330,000",3 bds,2 ba,"1,193 sqft","401 Beachcomber Dr #1019, Rocklin, CA 95677"
"$905,000",3 bds,4 ba,"1,922 sqft","49520 Avenida Vista Bonita, La Quinta, CA 92253"
"$565,000",2 bds,2 ba,"1,685 sqft","1229 Upland Hills Dr S, Upland, CA 91786"
"$549,950",1 bd,1 ba,"1,021 sqft","1083 Foxchase Dr, San Jose, CA 95123"
"$1,194,000",2 bds,2.5 ba,-- sqft,"3316 Scott St, San Francisco, CA 94123"
"$589,000",2 bds,2 ba,"1,180 sqft","362 Piper St, Healdsburg, CA 95448"
"$599,888",3 bds,2 ba,"1,419 sqft","554 Toyon Ave APT 11, San Jose, CA 95127"
"$599,000",2 bds,2 ba,"1,033 sqft","8516 Cadillac Ave APT 105, Los Angeles, CA 90034"
"$859,500",3 bds,2 ba,"1,707 sqft","525 S Oakland Ave UNIT 5-B, Pasadena, CA 91101"
"$405,000",2 bds,2 ba,939 sqft,"27 Redbud #124, Rancho Santa Margarita, CA 92688"
"$775,000",2 bds,2 ba,938 sqft,"1021 Hill St APT 6, Santa Monica, CA 90405"
"$998,000",2 bds,2 ba,"1,549 sqft","1065 Via Tornasol, Aptos, CA 95003"
"$262,500",1 bd,1 ba,741 sqft,"4560 60th St UNIT 20, San Diego, CA 92115"
"$262,500",1 bd,1 ba,741 sqft,"4560 60th St UNIT 14, San Diego, CA 92115"
"$100,000",2 bds,1 ba,840 sqft,"411 W Santa Ana Ave APT 4, Clovis, CA 93612"
"$374,900",2 bds,2 ba,938 sqft,"3565 Linden Ave UNIT 252, Long Beach, CA 90807"
"$439,999",3 bds,2 ba,"1,203 sqft","9447 Gold Coast Dr UNIT G1, San Diego, CA 92126"
"$688,000",1 bd,1 ba,720 sqft,"175 Bluxome St UNIT 115, San Francisco, CA 94107"
"$659,000",3 bds,3 ba,"1,367 sqft","3 Kirra Ct, Aliso Viejo, CA 92656"
"$1,129,000",2 bds,1 ba,940 sqft,"840 Lake St APT 4, San Francisco, CA 94118"
"$428,000",3 bds,3 ba,"1,530 sqft","2314 Via Puerta UNIT C, Laguna Woods, CA 92637"
"$210,000",2 bds,2 ba,"1,057 sqft","674 Via Mendoza N #N, Laguna Woods, CA 92637"
"$955,000",1 bd,2 ba,"1,240 sqft","13320 Beach Ave APT 202, Los Angeles, CA 90292"
"$539,888",2 bds,2 ba,"1,236 sqft","3220 Merrill Dr APT 18, Torrance, CA 90503"
"$649,888",2 bds,2 ba,"1,111 sqft","330 Cordova St UNIT 357, Pasadena, CA 91101"
"$454,000",3 bds,2 ba,"1,210 sqft","7551 Jordan Ave UNIT 202, Canoga Park, CA 91303"
"$230,000",1 bd,1 ba,573 sqft,"4860 Rolando Ct UNIT 25, San Diego, CA 92115"
"$149,900",2 bds,2 ba,"1,056 sqft","44544 15th St E UNIT 9, Lancaster, CA 93535"
"$999,000",3 bds,2 ba,"1,420 sqft","3321 22nd St #1, San Francisco, CA 94110"
"$395,990",2 bds,2 ba,963 sqft,"25152 Steinbeck Ave UNIT F, Newhall, CA 91381"
"$648,800",2 bds,2 ba,"1,040 sqft","3695 Stevenson Blvd #D319, Fremont, CA 94538"
"$165,000",1 bd,1 ba,800 sqft,"13860 Canoe Brook Dr #M3-5D, Seal Beach, CA 90740"
"$479,000",2 bds,2 ba,"1,431 sqft","17465 Plaza Abierto UNIT 13, San Diego, CA 92128"
"$1,499,000",4 bds,3 ba,"2,173 sqft","5021 Diamond Heights Blvd, San Francisco, CA 94131"
"$290,000",2 bds,2 ba,"1,101 sqft","44704 Adam Ln, Temecula, CA 92592"
"$335,000",2 bds,2 ba,"1,227 sqft","4008 Calle Sonora Oeste UNIT 1F, Laguna Woods, CA 92637"
"$799,000",6 bds,2 ba,"2,302 sqft","260 Baurer Cir, Folsom, CA 95630"
"$201,250",2 bds,1 ba,753 sqft,"4404 Delta St UNIT 30, San Diego, CA 92113"
"$639,000",3 bds,3 ba,"1,824 sqft","11427 Hanover Ct, Cerritos, CA 90703"
"$149,000",2 bds,2 ba,"1,177 sqft","28733 E Portales Dr, Cathedral City, CA 92234"
"$434,000",5 bds,3 ba,"2,256 sqft","8503 Burns Pl, Stockton, CA 95209"
"$355,000",2 bds,2 ba,"1,003 sqft","8836 Spring Canyon Dr, Spring Valley, CA 91977"
"$299,995",2 bds,2 ba,"1,159 sqft","41410 Juniper St UNIT 2812, Murrieta, CA 92562"
"$460,000",2 bds,3 ba,"1,440 sqft","19558 Laroda Ln, Santa Clarita, CA 91350"
"$999,000",3 bds,2 ba,"1,418 sqft","881 39th Ave, San Francisco, CA 94121"
"$265,900",3 bds,3 ba,"2,029 sqft","14158 Kiowa Rd #406, Apple Valley, CA 92307"
"$1,479,000",2 bds,1.5 ba,"1,720 sqft","132 Funston Ave, San Francisco, CA 94118"
"$497,000",3 bds,2 ba,"1,716 sqft","3342 Minniear Ave, Modesto, CA 95357"
"$500,000",1 bd,2 ba,760 sqft,"11 S 3rd St UNIT 431, Alhambra, CA 91801"
"$245,000",3 bds,1 ba,851 sqft,"322 W Macdonald Ave, Richmond, CA 94801"
"$229,000",1 bd,1 ba,720 sqft,"18530 Hatteras St UNIT 222, Los Angeles, CA 91356"
"$674,950",3 bds,3 ba,"1,560 sqft","5016 Bakman Ave #303, North Hollywood, CA 91601"
"$340,000",2 bds,2 ba,"1,404 sqft","1323 N Spurgeon St APT 4C, Santa Ana, CA 92701"
"$369,000",2 bds,3 ba,"1,204 sqft","74 Carriage Way, Pomona, CA 91766"
"$624,990",3 bds,3 ba,"1,476 sqft","306 Alienta Ln, Rancho Mission Viejo, CA 92694"
"$269,500",3 bds,2 ba,"1,245 sqft","8434 Walerga Rd APT 524, Antelope, CA 95843"
"$1,005,000",2 bds,2 ba,"1,094 sqft","875 La Playa St APT 471, San Francisco, CA 94121"
"$599,900",2 bds,2 ba,922 sqft,"988 Franklin St APT 808, Oakland, CA 94607"
"$319,000",1 bd,1 ba,524 sqft,"4099 Howe St APT 204, Oakland, CA 94611"
"$657,000",1 bd,1 ba,908 sqft,"100 S Alameda St UNIT 317, Los Angeles, CA 90012"
"$179,500",2 bds,2 ba,"1,009 sqft","661 Avenida Sevilla UNIT D, Laguna Woods, CA 92637"
"$459,000",2 bds,2 ba,"1,092 sqft","820 Encinitas Blvd APT 102, Encinitas, CA 92024"
"$349,975",2 bds,2 ba,861 sqft,"11406 Via Rancho San Diego UNIT 22, El Cajon, CA 92019"
"$244,950",4 bds,2 ba,"1,196 sqft","920 W Roselawn Ave, Modesto, CA 95351"
"$338,000",Studio,1 ba,426 sqft,"1255 N Harper Ave APT 3, West Hollywood, CA 90046"
"$1,995,000",2 bds,2 ba,"2,008 sqft","2140 Bush St APT 6, San Francisco, CA 94115"
"$25,000,000",4 bds,4 ba,"5,360 sqft","2000 Washington St #7, San Francisco, CA 94109"
"$390,000",2 bds,2 ba,960 sqft,"16040 Leffingwell Rd UNIT 115, Whittier, CA 90603"
"$499,000",2 bds,2 ba,"1,082 sqft","12602 Springbrook Dr UNIT A, San Diego, CA 92128"
"$700,000",2 bds,2 ba,"1,258 sqft","24242 Santa Clara Ave APT 33, Dana Point, CA 92629"
"$1,250,000",2 bds,2 ba,"1,218 sqft","403 Main St APT 307N, San Francisco, CA 94105"
"$399,000",1 bd,1 ba,504 sqft,"156 S Oak Knoll Ave APT 102, Pasadena, CA 91101"
"$455,000",2 bds,2 ba,981 sqft,"855 Victor Ave APT 111, Inglewood, CA 90302"
"$475,000",2 bds,2 ba,871 sqft,"75 Alberti Aisle #341, Irvine, CA 92614"
"$186,500",2 bds,1 ba,847 sqft,"2008 Via Mariposa W #H, Laguna Woods, CA 92637"
"$625,000",3 bds,2 ba,"1,442 sqft","345 N Kenwood St APT 105, Glendale, CA 91206"
"$379,900",2 bds,1 ba,625 sqft,"3030 Valle Vista Dr APT 16, Los Angeles, CA 90065"
"$329,998",1 bd,1 ba,881 sqft,"1253 Tivoli Ln UNIT 30, Simi Valley, CA 93065"
"$150,000",1 bd,1 ba,600 sqft,"1310 Knollwood Rd #M4-43B, Seal Beach, CA 90740"
"$699,888",2 bds,2 ba,998 sqft,"7206 Admiralty Ln, Foster City, CA 94404"
"$385,000",2 bds,2 ba,832 sqft,"330 N Rural Dr APT 307, Monterey Park, CA 91755"
"$739,950",3 bds,3 ba,"1,704 sqft","1108 Martin Luther King Dr, Hayward, CA 94541"
"$399,888",2 bds,2 ba,"1,000 sqft","725 Auburn Pl APT 101, Hayward, CA 94544"
"$330,000",1 bd,1 ba,682 sqft,"2208 River Run Dr, San Diego, CA 92108"
"$775,000",1 bd,1 ba,528 sqft,"1340 Union St #A, San Francisco, CA 94109"
"$459,000",2 bds,2 ba,770 sqft,"856 N Van Ness Ave APT 4, Los Angeles, CA 90038"
"$649,000",2 bds,3 ba,"3,002 sqft","2106 S Palm Canyon Dr, Palm Springs, CA 92264"
"$759,000",2 bds,2 ba,"1,540 sqft","332 S Oxford Ave APT 303, Los Angeles, CA 90020"
"$250,000",1 bd,1 ba,472 sqft,"16845 Hatteras St #171, Tarzana, CA 91356"
"$1,099,000",1 bd,1 ba,"1,032 sqft","101 Lombard St APT 315E, San Francisco, CA 94111"
"$2,595,000",2 bds,2 ba,"1,306 sqft","2829 California St APT 3, San Francisco, CA 94115"
"$349,000",1 bd,1 ba,578 sqft,"360 Cabrillo Rd APT 116, Palm Springs, CA 92262"
"$430,000",1 bd,2 ba,658 sqft,"235 Mira Mar Ave UNIT 3, Long Beach, CA 90803"
"$520,000",2 bds,2 ba,"1,296 sqft","722 Barcelona Ave, Davis, CA 95616"
"$759,000",3 bds,3 ba,"1,208 sqft","11286 Westminster Ave APT 305, Los Angeles, CA 90066"
"$575,000",1 bd,1 ba,669 sqft,"2401 Valdez St, Oakland, CA 94612"
"$599,000",2 bds,1 ba,934 sqft,"576 W Parr Ave UNIT 15, Los Gatos, CA 95032"
"$446,900",2 bds,2.75 ba,"1,231 sqft","354 Joaquin Rd, Mammoth Lakes, CA 93546"
"$540,000",2 bds,2 ba,"1,211 sqft","1340 Las Juntas Way APT G, Walnut Creek, CA 94597"
"$375,000",1 bd,1 ba,633 sqft,"209 Springview, Irvine, CA 92620"
"$355,000",3 bds,3 ba,"1,842 sqft","8152 Maderia Port Ln, Fair Oaks, CA 95628"
"$345,000",3 bds,2 ba,"1,080 sqft","473 N 6th Ave, Oakdale, CA 95361"
"$519,888",3 bds,2 ba,"1,181 sqft","2724 Oak Rd APT 87, Walnut Creek, CA 94597"
"$380,000",2 bds,2 ba,"1,333 sqft","1369 Yermo Dr S #46, Palm Springs, CA 92262"
"$589,000",2 bds,2 ba,962 sqft,"4900 Overland Ave UNIT 305, Culver City, CA 90230"
"$229,000",2 bds,2 ba,"1,064 sqft","2391 Alta Garden Ln, Sacramento, CA 95825"
"$535,000",3 bds,2 ba,"1,121 sqft","10 Raleigh St, Irvine, CA 92604"
"$550,000",2 bds,2 ba,"1,061 sqft","1406 Clay St #J, Newport Beach, CA 92663"
"$474,900",3 bds,3 ba,"1,438 sqft","24119 Sylvan Glen Rd UNIT A, Diamond Bar, CA 91765"
"$620,000",2 bds,2 ba,"1,342 sqft","902 Bel Marin Keys Blvd, Novato, CA 94949"
"$255,000",2 bds,2 ba,"1,009 sqft","2141 Ronda Granada UNIT N, Laguna Woods, CA 92637"
"$265,000",1 bd,1 ba,600 sqft,"333 W 4th St APT 13, Long Beach, CA 90802"
"$410,000",2 bds,2 ba,986 sqft,"4444 W Point Loma Blvd UNIT 53, San Diego, CA 92107"
"$795,000",3 bds,3 ba,"1,770 sqft","1 Ocean Mist, Aliso Viejo, CA 92656"
"$335,000",1 bd,1 ba,757 sqft,"112 Village Bay #1, Lake Arrowhead, CA 92352"
"$445,000",1 bd,1 ba,728 sqft,"1435 N Fairfax Ave APT 5, West Hollywood, CA 90046"
"$1,495,000",2 bds,2 ba,966 sqft,"4825 Sandyland Rd APT 6, Carpinteria, CA 93013"
"$139,000",1 bd,1 ba,700 sqft,"163 N Center St, Redlands, CA 92373"
"$190,000",2 bds,2 ba,"1,009 sqft","465 Avenida Sevilla UNIT Q, Laguna Hills, CA 92637"
"$455,000",3 bds,2 ba,"1,158 sqft","22944 Via Pimiento #2B, Mission Viejo, CA 92691"
"$134,990",3 bds,2 ba,"1,174 sqft","2604 Pinon Springs Cir APT C, Bakersfield, CA 93309"
"$549,000",1 bd,1 ba,632 sqft,"1650 Jackson St APT 303, San Francisco, CA 94109"
"$468,000",3 bds,3 ba,"1,183 sqft","5879 Western Ave, Buena Park, CA 90621"
"$316,000",1 bd,1 ba,710 sqft,"20702 El Toro Rd APT 307, Lake Forest, CA 92630"
"$549,000",2 bds,2 ba,978 sqft,"8533 Villa La Jolla Dr APT E, La Jolla, CA 92037"
"$349,900",2 bds,1 ba,962 sqft,"725 Larch St APT 12, Inglewood, CA 90301"
"$325,000",2 bds,2 ba,"1,089 sqft","725 E 4th Ave UNIT B, Escondido, CA 92025"
"$1,188,000",2 bds,2 ba,"1,395 sqft","623 Portofino Ln, Foster City, CA 94404"
"$694,888",3 bds,3 ba,"1,472 sqft","12631 Doral, Tustin, CA 92782"
"$435,000",2 bds,2 ba,"1,228 sqft","4140 Workman Mill Rd UNIT 287, Whittier, CA 90601"
"$385,000",2 bds,2 ba,"1,188 sqft","1470 Gustavo St UNIT D, El Cajon, CA 92019"
"$515,000",2 bds,2 ba,955 sqft,"6 Remington, Irvine, CA 92620"
"$579,000",3 bds,2 ba,"1,138 sqft","1624 Cypress Ave APT 7B, San Diego, CA 92103"
"$739,000",3 bds,4 ba,"2,842 sqft","11861 Lake Wildwood Dr, Penn Valley, CA 95946"
"$555,000",2 bds,2 ba,955 sqft,"601 S Prospect Ave UNIT 201, Redondo Beach, CA 90277"
"$449,800",2 bds,2 ba,"1,049 sqft","3131 Laurel Ave UNIT 13, Fullerton, CA 92835"
"$349,000",2 bds,2 ba,963 sqft,"617 3rd Ave APT 2, Chula Vista, CA 91910"
"$349,000",2 bds,2 ba,963 sqft,"617 3rd Ave APT 2, Chula Vista, CA 91910"
"$950,000",2 bds,3 ba,"2,533 sqft","2003 Retreat Cir, Palm Desert, CA 92260"
"$999,000",2 bds,2 ba,-- sqft,"3426 22nd St, San Francisco, CA 94110"
"$189,900",2 bds,2 ba,"1,183 sqft","25644 Sharp Dr APT J, Hemet, CA 92544"
"$359,000",1 bd,1 ba,585 sqft,"777 6th Ave UNIT 232, San Diego, CA 92101"
"$320,000",Studio,1 ba,460 sqft,"215 W 7th St APT 1209, Los Angeles, CA 90014"
"$449,900",2 bds,2 ba,"1,062 sqft","3 Escarlata, Rancho Santa Margarita, CA 92688"
"$895,000",2 bds,2 ba,"1,300 sqft","2131 Century Park Ln APT 113, Los Angeles, CA 90067"
"$299,000",2 bds,1 ba,836 sqft,"2438 Pepper St, La Verne, CA 91750"
"$599,888",2 bds,2 ba,"1,052 sqft","40425 Chapel Way APT 309, Fremont, CA 94538"
"$998,000",3 bds,2 ba,"1,551 sqft","1500 E Ocean Blvd UNIT 508, Long Beach, CA 90802"
"$899,000",2 bds,1 ba,855 sqft,"2124 Hyde St APT 1, San Francisco, CA 94109"
"$364,373",2 bds,2 ba,900 sqft,"150 Branch St #253, Pismo Beach, CA 93449"
"$849,000",2 bds,2 ba,876 sqft,"914 3rd St APT 6, Santa Monica, CA 90403"
"$539,000",2 bds,2 ba,995 sqft,"965 Shorepoint Ct APT 208, Alameda, CA 94501"
"$842,000",3 bds,2 ba,"1,889 sqft","139 La Perdiz Ct, San Rafael, CA 94903"
"$774,888",2 bds,2 ba,"1,103 sqft","1487 Cherry Cir, Milpitas, CA 95035"
"$575,000",2 bds,2 ba,"1,080 sqft","881 Thomas Ave APT 19, San Diego, CA 92109"
"$400,000",2 bds,2 ba,"1,052 sqft","9889 Scripps Westview Way UNIT 106, San Diego, CA 92131"
"$599,000",2 bds,2 ba,878 sqft,"860 Turquoise St UNIT 221, San Diego, CA 92109"
"$279,999",2 bds,2 ba,965 sqft,"233 S Ventura Rd UNIT 136, Port Hueneme, CA 93041"
"$409,900",3 bds,3 ba,"1,366 sqft","8692 9th St UNIT 5, Rancho Cucamonga, CA 91730"
